imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
597,Government Printing Bureau,gazette,MO,,FALSE,FALSE,TRUE,https://www.io.gov.mo/pt/home/,"Macau's Government Printing Office has its official bulletins online as well as lists of legal entities. By searching the website for a company or persons name, you will get a list of all the related publications and documents. The registration notices include address and shareholders."
,Commercial and Moveable Property Registry,business,MO,,TRUE,FALSE,TRUE,https://eservice.dsaj.gov.mo/CertidaoComercial/home.xhtml?lang=pt,"This online service allows you to search by company name or number and then you can order a detailed or current registration certificate. For some companies you can also order the latest company statutes. The registration certificate will tell you shareholders, management and filed documents."
,"Ministry of Petroleum, Energy and Mines",government,MR,,FALSE,FALSE,TRUE,http://www.petrole.gov.mr/,"The site for the Ministry of Petroleum, Energy and Mines publishes copies of contracts in Mauritania's extractive's sector."
,Central Bank of Mauritania,bank,MR,,FALSE,FALSE,TRUE,https://www.bcm.mr/,"The official website for the Central Bank of Mauritania publishes monetary and financial regulations, statistics and research reports. It includes a directory of the banking, microfinance sector, as well as other financial institutions and fund transfer providers."
,European Commision E-Justice,business,MT,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?ESTONIA&member=1,"European Commission overview of the Maltese business registry, including links to the registry, description of how to search and what can be found, as well as the legislation behind it."
,Malta Business Registry,business,MT,,TRUE,TRUE,TRUE,https://registry.mbr.mt/ROC/,"The Malta Business Registry offers a name/number company search and yields shareholder information, directors & secretaries, and filed documents available for purchase and download."
244,"The National IP Office of Malta Commerce Department, Ministry for Fair Competition, Small Business and Consumers",ip,MT,,FALSE,FALSE,TRUE,https://secure2.gov.mt/IPO/default.aspx?ct=2&date=17012014203338,
784,Malta Financial Services Authority,business,MT,,FALSE,FALSE,TRUE,https://www.mfsa.mt/financial-services-register/?fsr=&cat=154&subCat=&country=&years=,The Malta Financial Services Authority offers a search of companies incorporated under certain laws and holders of business licenses.
,Malta Ship Photos,ships,MT,,FALSE,FALSE,FALSE,http://www.maltashipphotos.com/ ,"A repository of photos and information of ships spotted in and around Malta, including other sea industries such as farms, oil rigs, etc. Manual searching around the website is necessary."
56,Supreme Court of Mauritius,court,MU,,FALSE,FALSE,TRUE,http://www1.gov.mu/scourt/home/welcome.do,"Online access to judgements, legislation, cause lists, and more from 2009."
95,"Intellectual Property, Ministry of Arts and Culture",ip,MU,,FALSE,FALSE,TRUE,http://www.gov.mu/portal/site/mac,"Registration is required. For specific queries, email or call the office of the Minister of Arts and Culture, Hon. Mookhesswur Choonee copyrightsoc@intnet.mu Tel: 230) 454 44 08"
246,Industrial Property Office (IPO) Regional Integration and International Trade Ministry of Foreign Affairs,ip,MU,,FALSE,FALSE,TRUE,http://www.gov.mu/portal/site/mfasite/menuitem.d26b8c9d73facdfda4522e10a0208a0c/,
400,Ministry of Finance and Economic Development,commercial,MU,,TRUE,FALSE,TRUE,https://portalmns.mu/,Free search by name and date of registration is available. Basic company records also available for purchase.
242,Intellectual Property Unit Ministry of Economic Development,ip,MV,,FALSE,FALSE,TRUE,http://www.trade.gov.mv/,
23,"Ministry of Justice, Registrar General",business,MW,,FALSE,FALSE,TRUE,http://www.malawi.gov.mw/index.php?option=com_content&view=article&id=43&Itemid=7,Non-searchable online. Request can be filed through email or fax. Must be addressed to the Registrar General which handles the Corporate Registry.
68,High Court Commercial Decisions,court,MW,,FALSE,FALSE,TRUE,http://www.malawilii.org/content/high-court-commercial-division,Online access 2006-2008.
69,Official Gazette,gazette,MW,,FALSE,FALSE,TRUE,http://www.catalogue.mw/cgi-bin/koha/opac-detail.pl?biblionumber=4942&shelfbrowse_itemnumber=10117#holdings,Limited.
247,Mexican Institute of Industrial Property,ip,MX,,FALSE,FALSE,TRUE,http://www.impi.gob.mx/,
315,Ministry of Economy,business,MX,,FALSE,FALSE,TRUE,http://www.siem.gob.mx/siem/portal/consultas/ligas.asp?Tem=1,
398,Registro Único de Proveedores y Contratistas,business,MX,,FALSE,FALSE,TRUE,https://sites.google.com/site/cnetrupc/rupc,
408,Instituto Federal de Acceso a la Información y Protección de Datos (IFAI),regulatory,MX,,FALSE,FALSE,TRUE,http://portaltransparencia.gob.mx/pot/fichaOpenData.do?method=fichaOpenData&fraccion=contrato,http://portaltransparencia.gob.mx/pot/fichaOpenData.do?method=fichaOpenData&fraccion=contrato
411,Diario Oficial de la Federación,gazette,MX,,FALSE,FALSE,TRUE,http://www.dof.gob.mx/,Daily official gazette. Available: download.
425,Instituto Federal de Acceso a la Información y Protección de Datos (IFAI),regulatory,MX,,FALSE,FALSE,TRUE,http://portaltransparencia.gob.mx/pot/fichaOpenData.do?method=fichaOpenData&fraccion=concesion,"Concesiones, permisos y autorizaciones otorgadas por el Gobierno. Avaiable: descarga de archivo zip."
678,Mexico Stock Exchange,business,MX,,FALSE,FALSE,TRUE,http://www.bmv.com.mx/,Available: list of all issuers and basic company information
787,Secretariat of Economy,business,MX,,FALSE,FALSE,TRUE,http://www.siger.gob.mx/,Available: list of all state and municipal commercial registries which do not provide online searches
241,Intellectual Property Corporation of Malaysia,ip,MY,,FALSE,FALSE,TRUE,http://www.myipo.gov.my/,
553,Securities Commission Malaysia,business,MY,,FALSE,FALSE,TRUE,http://www.sc.com.my/sub.asp?menuid=242,"AvailaAvailable: list of Shariah compliant securities, unit trust funds in Malaysia, list of unit trust funds etc."
601,Companies Commission of Malaysia,business,MY,,FALSE,TRUE,TRUE,https://www.ssm-einfo.my/,Available: company search and basic company information
39,Government Portal and Bulletin,business,MZ,,FALSE,FALSE,TRUE,http://www.portaldogoverno.gov.mz/Legisla/boletinRep/,Portuguese.
234,Mozambique Supreme Court,court,MZ,,FALSE,FALSE,FALSE,http://www.saflii.org.za/mz/cases/MZTS/,Online access in English from 1992-2007
248,Industrial Property Institute (IPI) Ministry of Industry and Commerce,ip,MZ,,FALSE,FALSE,TRUE,http://www.ipi.gov.mz/,
33,Ministry of Trade and Industry,business,NA,,FALSE,FALSE,TRUE,http://www.mti.gov.na/,
74,Namibia Government Gazette,gazette,NA,,FALSE,FALSE,TRUE,http://www.saflii.org/na/other/NAGovGaz/,Online access from 1990-2013.
75,Supreme Court of Namibia,court,NA,,FALSE,FALSE,TRUE,http://www.saflii.org/na/cases/NASC/,Online access from 1990-2013.
31,Directory of Companies,land,NE,,FALSE,FALSE,TRUE,http://www.stat-niger.org/statistique/pages/repentreprise/entreprise_list.php?pagesize=500,French. Searchable online.
55,Supreme Court of Niger,court,NE,,FALSE,FALSE,TRUE,http://www.juricaf.org/recherche/+/pays:Niger,Decisions available online.
98,"Niger Intellectual Property, Copyright Office (BNDA)  Ministry of Youth, Sport and Culture",ip,NE,,FALSE,FALSE,TRUE,http://www.bnda.ne.wipo.net/index.htm,
41,Corporate Affairs Commission,business,NG,,FALSE,TRUE,TRUE,http://cacnigeria.org/jm/,
